brand,name,seller,reviews_rating_number,reviews_amount,old_money,new_money
DELL,"Notebook Latitude Dell Latitude 5400 14"" cinza 16GB de Ram - 256GB SSD - Intel Core i5",,,,2.699,269
SAMSUNG,"Notebook Samsung Galaxy Book Go Snapdragon® 7c Gen 2 (Kryo™ 468 Octa-core CPU, até 2.55 GHz), Windows 11 Home, 4GB, 128GB UFS, 14'' Full HD LED, 1.38kg",,4.6,(314),2.054,197
,"MacBook Pro MacBook Pro 16"" M3 Max 16"" preto 48GB de Ram - 1TB SSD - Apple M3",,5.0,(1),29.583,
,"Apple MacBook Pro A2992 14"" space black 18GB de Ram - 512GB SSD M3",,5.0,(6),14.027,1.402
LENOVO,Notebook Lenovo V15 G3 Iap/i5-1235u/8gb/ssd256gb/w11pro,,5.0,(1),3.699,369
,Notebook Samsung Galaxy Book Go 7c snapdragon  4gb 128ssd Cor Prata,,,,1.999,199
LENOVO,"Notebook Lenovo Thinkpad E14 Gen 6 14 Ultra 5 125u 16gb 512gb, cor preta",,,,6.520,652
,"Notebook gamer ROG Strix Scar 17 G733 17.3"" preto 32GB de Ram - 1TB SSD - AMD Ryzen 9",,4.7,(3),32.625,
DELL,Notebook Dell Latitude 5430 Corei5-1235U 16gb Ram 512gb Ssd Plateado,,,,4.618,461
ASUS,Notebook Gamer Rog Strix G16 G614ji Nvidia Rtx4070 Intel Core I9 13980hx 32gb Ram 1tb Ssd Windows 11 Tela 16 240hz Fhd Gray - N4440w,,4.7,(6),14.274,1.427
HP,Notebook Hp Probook 445 G10 Ryzen 5 Série 753u 16gb 512nvme Prateado,,,,3.490,349
LENOVO,Lenovo Thinkpad T14 Gen 3 I5 16 Ram 512 Gb Ssd Win 11 Pro,,4.0,(10),4.499,449
DELL,Notebook Dell Latitude 3540 I5 Tela 15.6 16gb 512gb Ssd W11p,,,,5.349,534
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core 7, 16gb, 512gb Ssd, Nvidia® Geforce® Mx570, 15.6' Full Hd Led, Fingerprint - Grafite",Por Samsung ,4.8,(86),6.699,6.364
LENOVO,Notbook Lenovo T480 Intel Core I5-83350u 16gb Ssd 256gb 14,,,,1.749,174
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,Por Mobcom ,,,9.510,4.699
LENOVO,Lenovo Loq-e I5 Rtx3050 16gb+controle Xbox Pc+gift Card R$50,Por Mobcom ,,,6.656,4.999
LENOVO,Lenovo Loq-e I5 Rtx 3050 16gb+controle Xbox+gift Card R$50,Por Mobcom ,,,6.656,5.099
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core 7, 16gb, 512gb Ssd, Nvidia® Geforce® Mx570, 15.6' Full Hd Led, Fingerprint - Grafite",Por Samsung ,4.8,(86),6.699,6.364
LENOVO,Notbook Lenovo T480 Intel Core I5-83350u 16gb Ssd 256gb 14,,,,1.749,174
ASUS,"Notebook Asus Vivo Ryzen 7 7730u 16gb 512ssd 15,6'' Fhd W11 Prateado",,,,3.450,331
DELL,Notebook Dell Latitude 3440 Intel Core I5 16g 256ssd Cor Preto,,4.1,(8),4.970,497
,"MacBook Air M2 (2022) 13.6"" cinza-espacial 8GB de Ram - 256GB SSD - Apple M",,4.9,(488),7.099,682
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 7 7730u 40gb 512ssd M Preto,,,,4.999,3.999
ASUS,Computador portátil Asus Zenbook 14 Oled Q415m 14 Touch Intel Ultra 5 Color Gris Oscuro,,,,5.899,589
ASUS,"Notebook X543MA 15.6"" cinza-escuro 4GB de Ram - 500GB HDD - Intel Celeron",,3.7,(297),1.549,154
HP,Notebook HP Elitebook 640 G10 Intel Core i7 16 GB de RAM 512 GB S,,,,6.283,628
DELL,Notebook Dell 5410 Tela Full Hd  I5-10ª Ger 16gb Ssd 512gb,,5.0,(1),2.399,239
DELL,Notebook Dell Latitude 3420 Core I5 11ger 16gb 256gb Ssd,Por SLA Informatica ,3.7,(3),3.399,339
,Notebook Gamer Dell G15-i1300-a20p I5 8gb 512gb 15.6'' W11,,4.8,(440),5.499,
DELL,Notebook Dell Latitude Core I5 11 Ger 16gb Ram 256gb Ssd W11 Preto,,,,2.890,289
LENOVO,Notebook Lenovo Thinkpad T480 14  I5 8a 8gb Ssd 256gb,,5.0,(5),1.499,149
LENOVO,"Lenovo Thinkpad E14: Laptop Empresarial De 14'', Amd Ryzen 7 7730u, 16 Gb De Ram, Ssd De 512 Gb, Lector De Huellas Dactilares, Hdmi, Rj45, Wi-fi 6.",,,,4.700,4.324
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 7 7730u 40gb 512ssd Preto,,,,5.789,4.341
DELL,Notebook Dell Latitude 3400 Corei3 8th Ssd256gb 16gb(barato),,5.0,(1),2.999,1.349
,Notebook Gamer Msi Katana I7 16gb 1tb Ssd 15.6 Rtx 4070 8gb Cor preto,,,,9.891,989
ACER,Notebook Acer Aspire 3 Intel Core I3 11ª 4gb Ssd 512gb 15.6,,5.0,(20),2.599,249
LENOVO,Notebook Lenovo Ideapad 1i Celeron Office 365 4gb 128gb W11,,4.8,(98),2.499,1.939
ASUS,Notebook Asus Intel I7 13th 16gb 512ssd 16'' Fhd Prateado,,,,3.550,341
LENOVO,Notebook Lenovo Ideapad 3i I3-10110u 8gb Ram 256gb Ssd,,,,2.079,207
LENOVO,Notebook Lenovo 2 Em 1 Flex 5i Core I7-1065g7 8gb 256gb,,,,2.899,289
,"Notebook VAIO FH15 Intel Core i7 13th 32GB 1TB S SSD Tela 15,6'' Full HD Antirreflexo NVIDIA RTX 3050 Shell Efi Cinza Chumbo VJFH52F11X-B0821H",Por Vaio ,4.5,(33),7.280,728
HP,Notebook Hp Elitebook 840 G7 Core I5 10° 8gb Ssd 256gb Nvme,,5.0,(1),2.499,249
,"MacBook Air M2 (2022) 13.6"" space gray 8GB de Ram - 256GB SSD - M",,4.9,(488),7.620,762
LENOVO,Notebook Lenovo Thinkpad E480-core I5-8250u-8gb-ssd240gb/1tb,,,,1.999,199
,"MacBook Air M1 2020 13"" ouro 8GB de Ram - 256GB SSD - Apple M",,4.9,(236),6.099,609
LENOVO,Notebook Lenovo Thinkpad E14 I5 16gb 512gb Ssd W11 Pro,,3.6,(7),4.799,479
DELL,Notebook Dell 3400 I7 8ª 16gb Ssd 256gb (Recondicionado),,,,2.099,210
HP,Notebook Hp Elitebook 840 G7 Core I5 10° 16gb Ssd 256gb Nvme,,4.6,(12),2.589,258
DELL,Notebook Dell Latitude 5400 Core I5 16gb Ram 256gb Ssd Win11,,,,1.598,159
HP,Notebook Hp 250 G8 I5-1035 G1 8GB 256GB SSD W10p Cor Cinza-escuro,,,,3.804,380
LENOVO,Notebook Lenovo T480 Core I5-8ªth 16gb Ssd 240gb Tela Hd Cor Black - Aceitável (Recondicionado),,5.0,(11),1.799,172
DELL,"Notebook Dell Vostro 3520 15.6 i5-1235U 8 Ram 256ssd Win 11H, cor preta",,,,3.999,399
,Macbook Pro M4 Pro 14  24gb Ram 512ssd A3401 Envio Imediato,,5.0,(3),16.980,1.632
DELL,Notebook Dell Latitude 5440 Core I7 13th 32gb Ram 512gb Ssd,,5.0,(2),7.300,730
ASUS,Notebook 15.6'' X515ja-ej1792w 256 Gb 8 Gb Ram Core I5 Asus Cor Cinza,,4.7,(306),3.199,319
ACER,Notebook Acer Aspire 5 A514-54-57hc I5 8gb Ssd 512gb 14 Fhd Ips Windows 11 Pro,,4.8,(461),4.396,422
DELL,Notebook Dell 5420 Core I5 11°th 16gb Ddr4 Ssd 256gb,,,,2.499,249
LENOVO,Notebook Lenovo E14 Core I5 10ger 16gb 240ssd Win 11 01,Por SLA Informatica ,,,2.799,269
LENOVO,Notebook Lenovo Thinkpad E431 Core I5 8gb Ssd 240 Win 11 Pró,,5.0,(4),1.250,125
,Notebook HP Probook 640 G2 prateado - Excelente (Recondicionado),,,,1.599,
LENOVO,Notebook Lenovo P53 I7 9° 16gb Ssd 512gb M2 - Nvidia 4gb,,,,3.700,370
ACER,"Chromebook Acer 315/15,6'/Intel N4020+4 GB de RAM+SSD de 64 GB",,,,1.699,169
,MacBook Air M2 2022 midnight 16GB de Ram - 256GB SSD - Apple M,,5.0,(4),7.783,748
ACER,"Notebook Acer Aspire 3 A315-24p-R9ys 8gb Amd R3, cor cinza",,,,3.429,342
,Notebook Dell Latitude E5470 - Core I5 6200 - 8gb 500gb - Excelente (Recondicionado),,5.0,(1),1.699,
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,Por Mobcom ,,,9.510,4.699
LENOVO,Lenovo Loq-e I5 Rtx3050 16gb+controle Xbox Pc+gift Card R$50,Por Mobcom ,,,6.999,5.199
LENOVO,Lenovo Loq-e I5 Rtx 3050 16gb+controle Xbox+gift Card R$50,Por Mobcom ,,,6.656,5.099
DELL,Dell Latitude 5400 Core I5 8th 8gb Ssd 240 Seminovo,,,,1.708,170
,Notebook Dell Latitude E5470 - Core I5 6200 - 8gb 500gb - Excelente (Recondicionado),,5.0,(1),1.699,
,"MacBook Air M1 2020 13"" cinza-espacial 8GB de Ram - 256GB SSD - Apple Chip",,4.9,(236),5.899,566
DELL,Notebook Dell Latitude 3420 - I7 11ª - Ssd 512gb  16gb Ram,,5.0,(1),2.899,2.464
LENOVO,Notebook Lenovo Thinkpad L14 G1 Ryzen 5-4650u Pro 8gb 256gb,,,,2.289,228
LENOVO,Notebook Lenovo Thinkpad L14 14 Ryzen3 Pro 256gb 8gb Ram Pto,,,,1.988,198
LENOVO,Notebook Celeron 15.6 128gb Ssd 4gb W11 82bu0006br Lenovo Cor Prateado,Por 123 Comprou ,4.6,(2369),3.665,2.199
LENOVO,Lenovo Loq-e I5 Rtx3050 16gb+controle Xbox Pc+gift Card R$50,Por Mobcom ,,,6.656,4.999
ACER,Acer Aspire 5 15.6 Fhd I7-12650h Ssd 256gb 8gb Linux Gutta Cor Gamut,Por INPOWER ,4.8,(136),4.629,3.299
HP,Notebook Hp 640 G4 Core I5 8° Ger 8gb Ssd 256gb,,4.0,(1),1.699,169
DELL,Notebook Dell Latitude E6440 I5 2.70ghz Ssd 120gb 4gb Ram,,,,826,82
,Macbook Air Mc8j4 M3 16gb Ram/256/13.3  Starlight (2024),,,,9.099,909
ACER,Notebook Gamer Acer Nitro 5 An515-45-r1fq Amd Ryzen 7 Windows 11 Home 8gb 512gb Ssd Gtx 1650 15.6 Polegadas,,4.8,(920),5.499,549
,"Apple MacBook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Ouro",,4.9,(1082),6.000,600
SAMSUNG,"Notebook Samsung Galaxy Book Go Snapdragon® 7c (Kryo™ 468 Octa-core CPU, até 2.55 GHz), Windows 11 Home, 4GB, 128GB UFS, 14'' Full HD LED, 1.38kg",,4.7,(7609),2.165,216
,Notebook Vaio Fit 15s I5-8250u 8gb 1tb 15.6 Led Hdmi W10 Cor Chumbo Escuro - Excelente (Recondicionado),,,,2.189,
ACER,Notebook Acer Aspire 5 Intel Core I5 16gb 256gb Win11 Cinza,,,,2.399,239
DELL,Notebook Dell Latitude 3410 i5-10210U de 8 GB e 256 GB W10pro 14 cores preto,,4.2,(45),3.225,322
HP,Notebook Hp Elitebook 840 G7 Core I5 10° 8gb Ssd 240gb,,4.3,(3),2.498,249
LENOVO,Notebook Lenovo Thinkpad L440 I7 4ager 16gb Ssd 256gb,,,,1.499,1.424
DELL,Notebook Dell Latitude 5440 I5 16 GB de RAM 512 GB Ssd 14 Fhd,,,,5.550,533
DELL,"Notebook Dell Inspiron I15 Intel Core i3 -1215U (12ªGeração), 8GB RAM, 256GB SSD, Linux, Tela 15,6"" FULL HD - I15-I120K-U10P",,4.9,(12),3.525,338
DELL,"Notebook Dell Latitude Intel Core I5 16gb, Ssd, Com Garantia",,,,1.195,115
SAMSUNG,Notebook Samsung Book i5-1135G7 8GB 512GB SSD 15.6'' Intel Iris Xe Windows 11 Cinza Chumbo,,4.7,(3096),3.100,297
HP,Notebook Dell Latitude 3420 Core I7 11ª G 16gb Ssd 256gb 14,,,,3.700,355
LENOVO,Notebook Gamer Lenovo Gaming 3i Intel Core i5-11300H GeForce GTX1650 8GB RAM SSD 512GB 15.6 Full HD Windows 11 Preto - 82MG0009BR,,4.9,(821),4.499,432
,MacBook Air MacBook Air preto - Apple Chip,,,,7.100,682
,Alienware M18 R2 Fhd+ 480 hz i9-14900HX 64 GB Rtx 4090 4 TB Cor da lua metálica escura,,,,38.499,34.649
LENOVO,Notebook Lenovo Legion Slim 5 Intel Core i7 16gb Ram 512gb Ssd 16'' Windows 11,,4.7,(133),8.458,812
,Macbook Air Macbook Air Preto - Apple Chip Preto,,,,7.100,682
DELL,Notebook Dell Vostro 5490 I5 10th 8gb Ssd 240gb,,,,2.299,2.184
,Netbook Escolar Ótimo Pra Estudos Assistir Filmes E Séries,,3.9,(9),360,35
,"Notebook Ultra, Linux, 15,6 Pol. HD, Intel Celeron, 240GB SSD/ 8GB RAM, Cinza Escovado - UB262",Por Loja Multi ,4.5,(53),1.699,1.510
,"Notebook Ultra, Com Windows 11 Pro, Tela 14 Pol Ul154i5wpro Cor Preto",Por Loja Multi ,4.5,(2),2.399,239
,Notebook Ultra Win11 Home 14 Pol Celeron 4g Ram 128gb Ub250,Por Loja Multi ,5.0,(1),1.499,149
LENOVO,"Notebook Lenovo V15 Intel I5 1235u, 16gb, 512gb Ssd, W11 Pro",,,,4.999,480
DELL,"Notebook Dell 3400: I5-8265u 8gb Ssd 240 Gb, Windows 11",,,,2.899,289
,Apple Macbook Air 13 M4 16gb Ram | 256gb Ssd | Lacrado Azul,,,,10.699,1.028
,Macbook Air Retina Processador M2 8gb Ram 512ssd - 2022,,5.0,(1),9.100,910
DELL,Laptop Alienware 18 Ultra9 64gb Rtx 5080 16 Gb,,,,45.499,4.549
DELL,"Notebook Dell, Lat 5300, 13.3 , Core I5, 16gb, Ssd-256gb",Por OTH Produtos ,,,1.890,181
ASUS,Notebook Gamer Rog Zephyrus G14 Ga403uv Oled Ryzen9 Rtx4060 Cor Branco,,,,13.899,1.389
LENOVO,Notebook Lenovo Ideapad 1-14 Core I5-1235u 12gb 512gb Ssd,,,,1.989,198
DELL,Notebook Dell Lat 5420 I5 11th 8gb Ddr4 256gb Windows 11,,,,2.899,2.609
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 5 16gb 256gb Wpro 14 ,Por Lenovo ,,,5.849,562
ASUS,"Notebook ASUS Vivobook Intel Core i5 8GB 256GB SSD KeepOS 15,6"" FHD Icelight Silver - X1502ZA-EJ1761",,4.8,(497),3.199,319
DELL,Notebook Dell Latitude 5420 Core I5g7 16gb 256gb Ssd+ Brinde,,,,2.998,2.668
,Notebook Positivo Motion Q464c Intel 4gb Ram 64 Gb Ssd,,,,999,99
ASUS,"Notebook ASUS TUF Gaming F15 FX507VV RTX4060 Intel Core i7 13620H 16Gb 512Gb SSD Windows 11 Home Tela 165Hz Nivel IPS 15,6"" FHD Mecha Gray - HQ333W",Por Mercado Livre ,4.9,(8),11.499,9.906
LENOVO,Notebook Lenovo Thinkpad P16v Intel Ultra 7 16gb 1tb W11 Pro,Por Lenovo ,,,14.499,13.569
ASUS,Notebook Asus Vivobook 16 Snapdragon X1 26 100 16gb 1tb W11,Por Mercado Livre ,,,8.235,791
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,Por Mobcom ,,,9.510,4.699
,"Notebook Positivo Vision C15 Lumina Bar Celeron, 8GB 128GB eMMC, Tela 15.6"" HD Antirreflexo, Windows 11, Tecla Link, Cinza",Por Positivo ,4.6,(708),3.331,1.799
LENOVO,Lenovo Loq-e I5 Rtx3050 16gb+controle Xbox Pc+gift Card R$50,Por Mobcom ,,,6.999,5.199
ASUS,Notebook Asus Vivobook 16 Snapdragon X1 26 100 16gb 1tb W11,Por Mercado Livre ,,,8.235,791
LENOVO,Notebook Lenovo Ultrafino Ideapad 3i I3-1215u 8gb 256gb Ssd ,Por Login ,,,2.999,2.699
,Notebook Core I3-7020u Ssd 240gb Win10 Pro Original Wi-fi 5g,,,,1.799,180
,Notebook Vaio Fe14 14' Qhd 1440p Core I5  10° Nvme 256gb 8gb,,,,3.179,318
DELL,Notebook Dell Latitude I5 6a Ger. 16gb Ddr4/ Ssd/ C Garantia,,,,1.549,148
DELL,Notebook Dell Latitude 3420 Core I5 11ger 8gb 512ssd - Novo,Por SLA Informatica ,4.9,(7),3.599,359
LENOVO,Lenovo Loq-e I5 Rtx3050 16gb+controle Xbox Pc+gift Card R$50,Por Mobcom ,,,6.656,4.999
LENOVO,Lenovo Loq-e I5 Rtx 3050 16gb+controle Xbox+gift Card R$50,Por Mobcom ,,,6.656,5.099
ACER,Acer Aspire 5 15.6 Fhd I7-12650h Ssd 256gb 8gb Linux Gutta Cor Gamut,Por INPOWER ,4.8,(136),4.629,3.299
LENOVO,Notebook Lenovo Thinkpad T480 14  I5 8a 8gb Ssd 256gb,,,,1.799,172
,"Notebook Positivo Vision i15 Intel Core i5 11ª gen 8GB RAM 512GB SSD, Lumina Bar Windows 11 Home, Tela 15” Full HD Antirreflexo – Cinza",,4.9,(47),3.699,3.123
DELL,Notebook Dell Latitude E5470 I5 6th 8gb 240gb Ssd - Bom (Recondicionado),Por GSOLD ELECTRO ,,,1.499,150
HP,Notebook Hp 240 G7 Core I5-1035g1 8gb Ddr4 256gb 14,,,,2.499,2.099
DELL,"Notebook Dell Latitude 7450 I5 8 Gb Ram 256 Gb SSD 14"" DIMM preto",,,,2.933,293
LENOVO,Notebook Lenovo Ideapad S145 Ryzen 5 12gb Ram  128gb +500hd,,5.0,(1),1.998,199
SAMSUNG,"Notebook Samsung Book4 I5 1335u 8gb 256gb 15,6 W11p Np754xgj",Por 2Eletro ,,,3.800,3.499
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i7-12650hx 16gb 512gb Ssd RTX 4050 Windows 11 Pro 15.6 - 83me000bbr Luna Grey,Por Lenovo ,,,9.999,9.359
DELL,Notebook Dell Latitude 3480 I7 8gb 240gb Ssd Windows 10 Pro,,,,1.499,1.394
DELL,"Notebook Dell M4800 15,6  I7 4ª 8gb 240 Placa Dedicada 2gb",,5.0,(1),1.711,171
DELL,Notebook Dell 5420 Core I5 11°ger 8gb Ssd 512gb Nvme,,,,2.649,264
,Apple Macbook Pro M4 Pro 14  24gb Ram 512ssd A3401 Envio Hoj,,5.0,(4),18.999,1.899
SAMSUNG,"Notebook Samsung Galaxy Book Go Snapdragon® 7c Gen 2 (Kryo™ 468 Octa-core CPU, até 2.55 GHz), Windows 11 Home, 4GB, 128GB UFS, 14'' Full HD LED, 1.38kg - Excelente (Recondicionado)",,,,1.490,149
,"Notebook Asus Vivobook Intel Core I3 1215u, 8 GB de RAM, SSD de 128 GB, Full HD, Windows 11 Home",,5.0,(1),2.499,
ASUS,"Notebook Asus X515ja-br2750w I3 4gb 256gb Ssd 15,6'' W11 Cor Cinza - Excelente (Recondicionado)",,,,1.499,145
LENOVO,Notebook Lenovo Ideapad 15iau7 Ci5 8gb 512ssd W11 82vy000qbr,Por Vikings ,4.8,(12),4.284,3.099
LENOVO,Notebook Lenovo V15 G4 Intel Core I5 16gb 512gb W11pro 15.6,,,,4.980,498
DELL,Notebook Dell Latitude 5450 14 Ultra 7 165u 32gb 512gb Ssd,,,,9.400,940
HP,Notebook Elitebook Hp 840 I5 6300u 8gb Ddr4 Ssd 256gb Win 11,,4.5,(42),1.789,178
LENOVO,Notebook Lenovo V-Series V15-IGL,,,,2.800,280
,Notebook VAIO FE16 Amd Ryzen 7 - 5700u Linux 16gb 512gb Ssd Tela 16 Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0811h,Por Vaio ,4.2,(5),4.499,3.579
DELL,Notebook Dell Core I5 4ª Gen 8gb / Hd/ Hdmi / Com Garantia.,,,,1.395,134
DELL,Notebook Dell Latitude 7450 Intel Ultra 7 165u 32gb 512ssd,,,,7.800,7.410
LENOVO,Notebook Lenovo Core I7(10ª Ger) 16gb Ram 256 Ssd  Hdmi Usbc,,5.0,(1),2.490,239
,"MacBook Air M1 2020 13"" prata 8GB de Ram - 256GB SSD - Apple M - Aceitável (Recondicionado)",Por OTH Produtos ,5.0,(1),4.290,429
SAMSUNG,"Samsung Chromebook 4 Intel Dual-Core 4GB 32GB Tela 11.6"" Prata XE310XBA-KT3BR Google Chrome OS HD LED - Bom (Recondicionado)",,,,770,77
LENOVO,Notebook Lenovo Thinkpad E14 I5 8gb 256gb Ssd Windows 11,,3.6,(7),3.999,399
ASUS,Notebook Asus Vivobook Go 15 Intel Celeron 4gb 128gb Wind11,,3.7,(3),1.999,1.899
LENOVO,"Notebook Lenovo I5 1235u 8gb 512gb Ssd, W11home Tela 15,6''",,,,3.999,399
LENOVO,Notebook Lenovo Thinkbook 14 Intel Core I5 16gb 512gb W11,Por Lenovo ,,,5.299,4.964
DELL,Notebook Dell Inspiron 3520 Core I5-1235u 8gb 512gb Ssd Fhd,,,,3.699,369
,"Bloco De Notas Rhodia 15,5x22cm Capa Couro Preto",,,,184,18
DELL,Notebook Dell Latitude 5450 Ultra 5 125u 16gb 512gb Ssd,Por Mercado Vendeu ,,,6.800,6.052
DELL,Notebook Dell Latitude 7480 Core I5 6a Ger 8gb Ssd 256gb 14,,,,1.410,141
DELL,Notebook Dell Latitude 5490 Core I5 8th 8gb Ram 256gb Ssd Cor Preto - Excelente (Recondicionado),,,,2.099,1.994
ASUS,"Notebook ASUS VivoBook 16 X1605ZA-MB310 Intel Core i7 1255U 3,5 GHz 8Gb Ram 256Gb SSD Keep OS LED FHD Prata Metálico",,4.8,(94),3.690,354
DELL,Notebook Dell Latitude 3400 I5 8265 8gb 240ssd - Bom (Recondicionado),Por GSOLD ELECTRO ,,,1.999,200
ASUS,Notebook Asus Zenbook S14 Oled Ux5406sa Intel Core Ultra 7 256v 16gb Ram 1tb Ssd Windows 11 Home Tela 14 Fhd 120hz Gray - Pz176w,Por Asus ,,,13.999,10.269
ASUS,"Notebook Asus Vivobook Core I5 8gb 256ssd Linux 15,6 Prata Cor Prateado",,4.3,(60),2.999,2.819
,Macbook Air Mc8j4 M3 16gb Ram/256/13.3  Starlight (2024),,,,8.699,836
DELL,"Notebook Dell Alienware M18 R1 18"" cor cinza 64GB - 2TB SSD - 4TB HDD - Intel Core i9",,4.9,(8),34.499,3.315
,Notebook Dell Latitude 6430 I5 3th Ssd240 8gb - Excelente (Recondicionado),,,,1.399,
